선수명,연도,팀,대체영입여부,실전출전여부,비고,출처유형,verified_statiz,kbo_no_appearance,english_name,birth_date,birth_date_source,throws,nationality,kbo_first_year_WAR,kbo_first_year_IP,kbo_first_year_GS,kbo_first_year_ERA,kbo_first_year_FIP,kbo_first_year_WHIP,kbo_first_year_K9,kbo_first_year_BB9,asia_league_experience,asia_league_detail,nationality_source,mlb_ip_last,mlb_fip_last,mlb_k9_last,mlb_bb9_last,mlb_hr9_last,mlb_fip_minus_last,mlb_ip_3yr,mlb_fip_3yr,mlb_k9_3yr,mlb_bb9_3yr,mlb_hr9_3yr,mlb_fip_minus_3yr,mlb_career_ip,mlb_fip_minus_career,mlb_fip_davenport_translated_last,mlb_fip_davenport_translated_3yr,aaa_ip_last,aaa_fip_last,aaa_k9_last,aaa_bb9_last,aaa_hr9_last,aaa_fip_minus_last,aaa_ip_3yr,aaa_fip_3yr,aaa_k9_3yr,aaa_bb9_3yr,aaa_hr9_3yr,aaa_fip_minus_3yr,aaa_career_ip,aaa_fip_minus_career,aaa_fip_davenport_translated_last,aaa_fip_davenport_translated_3yr,mlb_ip_share,mlb_career_war,mlb_n_seasons_pre_kbo,statcast_metrics_available,n_pitch_types_recorded,kbo_first_year_G,release_date,outcome_category,resigned_next_year,resigned_as_asia_quota,age_at_kbo_entry,predicted_WAR,translation_gap,mlb_workload_spike_ratio,mlb_workload_spike_log,mlb_workload_spike_diff,aaa_workload_spike_ratio,aaa_workload_spike_log,aaa_workload_spike_diff,has_mlb_record,has_aaa_record,fip_dav_last,hr9_dav_last,bb9_dav_3yr,fip_dav_career,primary_level,primary_last_season
펠릭스 듀브론트,2018,롯데,N,Y,STATIZ 신인지명 2018 롯데와 일치,STATIZ 확인,1,0,Felix Antonio Doubront,1987-10-23,statiz,L,Venezuela,2.7,137.1,25.0,4.92,5.05,1.63,7.14,4.06,N,,wiki_provisional,75.333,4.448,6.69,3.106,1.195,111.21,317.3,4.277,6.977,3.687,0.993,110.629,513.7,109.862,4.432,4.25,42.0,4.387,10.714,4.071,1.071,99.454,160.3,3.97,8.644,3.536,0.898,97.023,197.3,93.767,4.92,3.891,0.723,3.836,6.0,velo_only,5,25.0,2018-09-12,조기방출,N,,30.418,2.763,-0.063,0.9456066945606694,-0.0559285526592248,-4.333333333333343,0.875,-0.1335313926245226,-6.0,1,1,4.92,1.714,4.238,4.274,AAA,2017.0
키버스 샘슨,2018,한화,N,Y,STATIZ 활약연도 2018 한화와 일치,STATIZ 확인,1,0,Keyvius Sampson,1991-01-06,statiz,R,United States,3.07,161.2,29.0,4.68,4.19,1.38,10.86,4.4,N,,wiki_provisional,39.333,6.197,9.61,6.178,2.059,145.839,91.7,5.376,8.247,5.204,1.571,131.027,91.7,131.027,5.641,5.197,62.333,2.864,8.952,3.032,0.433,78.514,193.0,4.828,8.813,5.176,1.073,112.614,231.0,117.392,6.275,5.058,0.284,0.104,2.0,velo_only,4,30.0,,완주-재계약안됨,N,,27.211,2.271,0.799,0.7515923566878981,-0.2855611808826432,-13.0,1.5982905982905984,0.4689346820568306,23.333333333333336,1,1,6.275,1.746,5.949,5.763,AAA,2017.0
제이슨 휠러,2018,한화,N,Y,STATIZ 신인지명 2018 한화와 일치(G=19),STATIZ 확인,1,0,Jason Wheeler,1990-10-27,statiz,L,United States,1.72,101.2,19.0,5.13,4.78,1.59,8.32,3.01,N,,wiki_provisional,3.0,11.491,0.0,12.0,3.0,260.525,3.0,11.491,0.0,12.0,3.0,260.525,3.0,260.525,11.491,11.491,145.333,3.603,6.998,2.291,0.805,99.836,228.3,4.102,6.149,2.483,0.946,113.697,228.3,113.697,5.197,5.622,0.013,-0.124,1.0,full,4,19.0,,완주-재계약안됨,N,,27.406,2.617,-0.897,,,,1.8632478632478633,0.6223211279913329,67.33333333333334,1,1,11.491,3.0,12.0,5.638,MLB,2017.0
데이비드 헤일,2018,한화,N,Y,STATIZ 신인지명 2018 한화와 일치(G=12),STATIZ 확인,1,0,David E. Hale,1987-09-27,statiz,R,United States,1.66,66.1,12.0,4.34,4.69,1.28,7.46,2.31,N,,wiki_provisional,2.0,11.647,4.5,9.0,4.5,262.947,167.7,4.6,5.69,3.274,1.074,119.144,178.7,113.073,11.647,4.858,52.667,3.683,6.665,1.196,0.684,78.317,217.3,3.991,6.336,2.65,0.663,94.972,217.3,94.972,4.081,5.025,0.451,0.84,4.0,velo_only,4,12.0,,완주-재계약안됨,N,,30.489,2.763,-1.103,0.025531914893617,-3.667826044916104,-76.33333333333333,1.0533333333333332,0.0519597389307109,2.6666666666666643,1,1,4.081,1.212,2.931,4.79,AAA,2017.0
로건 베렛,2018,NC,N,Y,STATIZ 신인지명 2018 NC와 일치,STATIZ 확인,1,0,Scott Logan Verrett,1990-06-19,statiz,R,United States,2.54,155.0,29.0,5.28,5.23,1.53,8.36,3.43,N,,wiki_provisional,10.667,6.533,7.594,2.531,2.531,142.586,150.0,5.17,6.84,3.66,1.5,126.971,150.0,126.971,5.703,5.098,60.0,4.954,7.35,3.3,1.35,127.686,136.7,4.637,7.046,3.227,1.054,110.648,298.7,100.178,6.072,5.422,0.334,-0.83,3.0,full,5,29.0,,완주-재계약안됨,N,,27.762,2.571,-0.031,0.1163636363636363,-2.1510351948668447,-81.0,5.0,1.6094379124341005,48.0,1,1,5.703,2.455,3.77,5.007,MLB,2017.0
왕웨이중,2018,NC,N,Y,STATIZ 신인지명 2018 NC와 일치,STATIZ 확인,1,0,Wei-Chung Wang,1992-04-25,statiz,L,Taiwan,2.58,141.2,25.0,4.26,4.68,1.48,6.86,2.54,N,,wiki_provisional,1.333,9.908,13.5,0.0,6.75,226.762,18.7,7.848,7.232,3.857,3.375,202.793,18.7,202.793,10.081,8.937,57.0,4.037,7.579,1.895,0.947,82.116,89.0,3.645,7.685,1.416,0.809,75.524,89.0,75.524,4.41,3.903,0.174,-0.471,2.0,full,4,25.0,,완주-재계약안됨,N,,25.911,2.853,-0.273,0.0769230769230769,-2.5649493574615367,-15.999999999999998,2.1923076923076925,0.7849547298130682,31.0,1,1,10.081,6.923,4.197,4.798,MLB,2017.0
앙헬 산체스,2018,SK,N,Y,STATIZ 활약연도 2018-2021 SK와 일치,STATIZ 확인,1,0,Angel Luis Sanchez,1989-11-28,statiz,R,Dominican Republic,2.43,145.1,26.0,4.89,5.3,1.38,7.68,2.42,N,,wiki_provisional,12.333,7.05,7.297,0.73,3.649,163.083,12.3,7.05,7.297,0.73,3.649,163.083,12.3,163.083,6.85,6.85,55.333,2.795,10.572,2.44,0.651,74.097,115.3,3.261,8.974,2.341,0.78,90.678,115.3,90.678,3.772,4.542,0.096,-0.254,1.0,full,4,29.0,,완주-재계약됨(일반슬롯),Y,N,28.318,2.915,-0.485,,,,0.9222222222222224,-0.080969062533667,-4.666666666666664,1,1,6.85,3.462,0.692,4.781,MLB,2017.0
덱 맥과이어,2019,삼성,N,Y,STATIZ 신인지명 2019 삼성과 일치,STATIZ 확인,1,0,William Deck McGuire,1989-06-23,statiz,R,United States,1.22,112.1,21.0,5.05,4.84,1.65,8.01,5.29,N,,wiki_provisional,38.0,6.95,7.816,6.158,2.132,162.007,51.7,5.947,7.665,4.877,1.742,138.083,51.7,138.083,6.424,5.449,134.0,5.43,7.455,3.358,1.478,122.739,199.7,4.988,7.392,3.02,1.262,113.284,199.7,113.284,5.462,5.699,0.206,-0.403,2.0,full,5,21.0,2019-08-08,조기방출,N,,29.747,2.616,-1.396,2.780487804878049,1.0226263816901875,24.333333333333336,2.0406091370558372,0.7132483598810324,68.33333333333333,1,1,6.424,2.115,4.728,6.109,MLB,2018.0
저스틴 헤일리,2019,삼성,N,Y,STATIZ 신인지명 2019 삼성과 일치(G=19); 7월 방출,STATIZ 확인,1,0,Justin Case Haley,1991-06-16,statiz,R,United States,0.4,87.2,19.0,5.75,3.51,1.47,8.62,3.49,N,,wiki_provisional,7.667,7.726,0.0,3.522,2.348,183.458,25.7,5.769,4.909,3.156,1.753,133.117,25.7,133.117,7.706,5.466,113.667,3.544,8.472,2.613,0.792,91.772,199.0,3.655,7.869,2.668,0.814,97.054,199.0,97.054,4.73,5.208,0.114,-0.215,2.0,full,4,19.0,2019-07-22,조기방출,N,,27.767,2.74,-2.34,0.4259259259259259,-0.8534898306351247,-10.333333333333332,1.3320312500000002,0.2867050328039545,28.333333333333343,1,1,7.706,2.338,3.115,5.233,MLB,2018.0
벤 라이블리,2019,삼성,N,Y,"STATIZ 신인지명 2019 삼성과 일치, 활약연도 2019-2021",STATIZ 확인,1,0,Bennett Lively,1992-03-05,statiz,R,United States,1.36,57.0,9.0,3.95,3.08,1.12,9.16,2.05,N,,wiki_provisional,30.333,4.875,8.011,4.451,1.187,116.705,119.0,4.948,5.975,2.95,1.286,113.393,119.0,113.393,4.66,4.692,52.0,3.198,8.135,2.596,0.519,83.168,266.7,3.21,7.391,2.16,0.54,84.297,266.7,84.297,4.269,4.121,0.309,1.076,2.0,full,5,9.0,,완주-재계약됨(일반슬롯),Y,N,27.047,3.241,-1.881,0.3421052631578947,-1.0726368022648491,-58.33333333333334,0.5360824742268041,-0.6234672599219555,-45.0,1,1,4.66,1.2,2.898,4.301,MLB,2018.0
케이시 켈리,2019,LG,N,Y,STATIZ 활약연도 2019-2024 LG와 일치,STATIZ 확인,1,0,Casey Patrick Kelly,1989-10-04,statiz,R,United States,4.22,180.1,29.0,2.55,3.5,1.14,6.29,2.05,N,,wiki_provisional,23.667,4.217,6.085,1.901,1.141,108.635,56.7,4.244,4.765,2.382,0.794,108.267,85.7,114.465,4.066,3.977,136.0,4.856,7.346,2.515,1.257,106.981,225.7,4.526,6.86,2.832,0.997,107.809,237.7,104.055,5.508,5.776,0.265,0.307,4.0,full,5,29.0,,완주-재계약됨(일반슬롯),Y,N,29.465,2.842,1.378,1.0923076923076922,0.0882926071456782,2.0,1.837837837837838,0.6085897925318823,62.0,1,1,4.066,1.111,2.328,5.195,MLB,2018.0
제이콥 터너,2019,KIA,N,Y,STATIZ 신인지명 2019 KIA와 일치,STATIZ 확인,1,0,Jacob Edward Turner,1992-05-21,statiz,R,United States,0.06,153.1,28.0,5.46,4.28,1.55,7.1,3.4,N,,wiki_provisional,6.667,8.86,4.05,8.1,2.7,219.767,70.3,6.382,5.63,4.735,1.919,148.453,369.0,125.697,8.366,5.959,65.667,4.404,7.264,4.523,0.685,111.434,229.0,4.181,6.799,2.987,0.865,103.479,246.3,100.119,5.491,5.288,0.6,-0.315,7.0,full,4,28.0,,완주-재계약안됨,N,,26.836,2.641,-2.581,0.1709401709401709,-1.766441661243765,-32.333333333333336,0.6137071651090343,-0.4882373943920272,-41.33333333333333,1,1,8.366,2.466,4.797,5.061,MLB,2018.0
조 윌랜드,2019,KIA,N,Y,STATIZ 신인지명 2019 KIA와 일치,STATIZ 확인,1,0,Joseph Andrew Wieland,1990-01-21,statiz,R,United States,1.86,165.0,28.0,4.75,4.14,1.52,7.47,3.22,Y,NPB Yokohama DeNA BayStars 2017-2018 (KBO 입단 이전),wiki_provisional,5.0,4.547,5.4,0.0,1.8,108.948,25.0,6.256,5.4,3.6,2.16,166.273,52.7,145.545,4.147,6.856,124.333,4.453,8.542,2.823,1.086,100.446,261.7,3.922,7.911,2.339,0.791,88.77,269.3,87.194,5.105,4.361,0.164,-0.415,4.0,velo_only,3,28.0,,완주-재계약안됨,N,,29.166,2.655,-0.795,0.576923076923077,-0.5500463369192718,-3.666666666666666,1.093841642228739,0.0896959423602986,10.666666666666655,1,1,4.147,1.8,4.32,4.527,MLB,2016.0
제이크 톰슨,2019,롯데,N,Y,STATIZ 활약연도 2019 롯데와 일치,STATIZ 확인,1,0,Jake Thompson,1994-01-31,statiz,R,United States,0.64,62.2,11.0,4.74,3.56,1.23,8.62,3.3,N,,wiki_provisional,16.333,4.262,7.714,6.061,0.551,101.828,116.3,5.8,6.266,4.719,1.547,134.84,116.3,134.84,4.272,5.439,118.333,4.402,6.845,3.575,0.913,110.828,248.0,4.1,6.423,3.048,0.798,107.064,248.0,107.064,5.816,5.328,0.319,-0.443,3.0,full,4,11.0,2019-06-09,조기방출,N,,25.139,2.611,-1.971,0.3525179856115107,-1.0426536350200653,-30.000000000000004,0.9125964010282775,-0.0914615541430304,-11.333333333333329,1,1,4.272,0.5,4.538,5.361,MLB,2018.0
브록 다익손,2019,SK,N,Y,"STATIZ 확인 결과 원래 SK가 2019년 신인지명(19 SK 자유선발), 2019-06-10 SK→롯데 트레이드 — 위키 기반 v1에서 롯데로 잘못 기재되어 있었음, SK로 정정",STATIZ 확인,1,0,Brock D. Dykxhoorn,1994-07-02,statiz,R,Canada,2.26,149.1,28.0,4.34,4.0,1.37,7.05,2.41,N,,wiki_provisional,,,,,,,,,,,,,,,,,74.333,3.745,9.565,1.937,0.969,82.918,74.3,3.745,9.565,1.937,0.969,82.918,74.3,82.918,4.341,4.341,,,0.0,none,0,29.0,2019-06-03,조기방출,N,,24.723,1.472,0.788,,,,,,,0,1,4.341,1.588,2.442,4.341,AAA,2018.0
워릭 서폴드,2019,한화,N,Y,STATIZ 신인지명 2019 한화와 일치,STATIZ 확인,1,0,Warwick Anthony Saupold,1990-01-16,statiz,R,Australia,4.21,192.1,31.0,3.51,3.53,1.27,6.32,2.53,N,,wiki_provisional,34.333,5.811,4.194,3.408,1.573,134.534,106.7,5.248,5.906,3.966,1.266,119.403,106.7,119.403,5.541,4.734,53.333,4.364,7.256,2.869,1.012,118.323,168.0,3.738,6.75,3.0,0.589,102.337,188.3,99.224,5.811,4.811,0.362,-0.674,3.0,full,4,31.0,,완주-재계약됨(일반슬롯),Y,N,29.18,2.665,1.545,0.547872340425532,-0.6017129746003133,-28.33333333333333,1.322314049586777,0.2793832696370859,13.0,1,1,5.541,1.513,3.75,4.67,MLB,2018.0
채드 벨,2019,한화,N,Y,STATIZ에는 '채드벨'(공백없음)로 등록. 신인지명 2019 한화와 일치,STATIZ 확인,1,0,Chadwick Micah Bell,1989-02-28,statiz,L,United States,4.29,177.1,29.0,3.5,4.14,1.31,6.8,3.2,N,,wiki_provisional,7.333,3.842,8.591,2.455,1.227,89.238,69.7,5.297,8.268,4.263,1.679,119.444,69.7,119.444,3.875,4.713,34.333,3.629,8.126,2.621,0.786,95.137,115.0,4.282,6.965,3.757,0.626,96.259,115.0,96.259,5.643,4.724,0.377,-0.256,2.0,full,5,29.0,,완주-재계약됨(일반슬롯),Y,N,30.062,2.834,1.456,0.1176470588235294,-2.1400661634962708,-55.0,,,,1,1,3.875,1.286,4.0,4.778,MLB,2018.0
드류 루친스키,2019,NC,N,Y,"STATIZ 신인지명 2019 NC와 일치, 활약연도 2019-2022",STATIZ 확인,1,0,Andrew James Rucinski,1988-12-30,statiz,R,United States,5.31,177.1,30.0,3.05,3.98,1.18,6.04,2.28,N,,wiki_provisional,35.333,3.811,6.877,3.311,0.509,96.813,46.7,4.678,6.943,4.05,0.964,116.601,54.0,108.85,3.469,4.352,25.0,2.905,7.56,2.16,0.0,64.392,243.0,3.859,7.185,2.185,0.704,90.726,355.3,103.376,3.203,4.416,0.132,-0.076,4.0,full,6,30.0,,완주-재계약됨(일반슬롯),Y,N,30.226,3.773,1.537,,,,0.3968253968253968,-0.924258901523332,-38.0,1,1,3.469,0.504,4.304,4.95,MLB,2018.0
에디 버틀러,2019,NC,N,Y,STATIZ 신인지명 2019 NC와 일치,STATIZ 확인,1,0,Timothy Edward Butler,1991-03-13,statiz,R,United States,0.75,73.2,13.0,4.76,4.34,1.44,5.99,3.42,N,,wiki_provisional,49.667,6.14,5.255,3.443,1.993,141.903,168.3,5.394,5.667,3.636,1.497,123.712,263.7,130.38,5.589,5.073,13.333,7.87,6.075,3.375,2.7,175.672,148.0,4.905,4.5,2.615,0.851,105.768,216.7,105.92,8.91,5.322,0.549,-0.602,5.0,full,5,13.0,2019-07-03,조기방출,N,,28.027,2.165,-1.415,0.9085365853658536,-0.0959201218787392,-5.0,0.291970802919708,-1.2311014717141886,-32.33333333333333,1,1,5.589,1.721,3.506,5.407,MLB,2018.0
크리스천 프리드릭,2019,NC,Y,Y,STATIZ 신인지명 2019 NC와 일치,STATIZ 확인,1,0,Christian Louis Patrick Friedrich,1987-07-08,statiz,L,United States,2.66,72.0,12.0,2.75,3.56,1.18,7.0,2.75,N,,wiki_provisional,129.333,4.159,6.959,3.619,0.905,101.71,212.0,4.108,7.302,3.693,0.892,100.411,296.7,103.059,4.114,4.137,3.0,11.721,12.0,6.0,6.0,242.363,104.0,5.703,8.048,3.894,1.644,121.098,148.7,107.512,15.491,6.277,0.666,3.068,4.0,velo_only,5,12.0,,완주-재계약안됨,N,,31.707,0.587,2.073,2.217142857142857,0.7962193656997594,71.0,0.3103448275862069,-1.1700712526502546,-6.666666666666666,1,1,15.491,9.0,4.47,4.663,AAA,2017.0
윌리엄 쿠에바스,2019,kt,N,Y,"STATIZ 신인지명 2019 kt와 일치, 활약연도 2019-2025 전부 kt(팀이동 기록 없음)",STATIZ 확인,1,0,William Enrique Cuevas Osorio,1990-10-14,statiz,R,Venezuela,4.27,184.0,30.0,3.62,4.4,1.17,6.6,3.08,N,,wiki_provisional,17.0,5.749,10.588,5.824,1.588,136.731,22.3,5.71,9.672,6.851,1.209,135.833,22.3,135.833,5.01,4.951,135.333,4.131,8.047,2.527,1.131,106.968,307.3,4.32,7.116,2.841,1.113,115.618,307.3,115.618,5.683,5.891,0.068,-0.22,3.0,full,5,30.0,,완주-재계약됨(일반슬롯),Y,N,28.438,2.809,1.461,,,,1.0330788804071247,0.0325435477324714,4.333333333333343,1,1,5.01,1.561,6.861,5.737,MLB,2018.0
라울 알칸타라,2019,kt,N,Y,"STATIZ 신인지명 2019 kt와 일치, 2020 두산·2025 키움 트레이드 확인(두산/키움 항목을 재영입으로 제외한 판단과 일치)",STATIZ 확인,1,0,Raul Alcántara,1992-12-04,statiz,R,Dominican Republic,3.84,172.2,27.0,4.01,4.02,1.25,5.21,1.41,N,,wiki_provisional,24.0,6.741,4.5,4.5,1.875,157.483,46.3,7.447,5.05,3.108,2.719,177.292,46.3,177.292,6.118,6.423,83.333,4.753,5.724,1.512,1.08,110.527,162.7,3.85,5.92,1.328,0.609,89.786,162.7,89.786,5.422,4.17,0.222,-0.904,2.0,full,5,27.0,,완주-재계약됨(일반슬롯),Y,N,26.297,3.115,0.725,1.0746268656716418,0.0719734996250892,1.666666666666668,2.4752475247524752,0.906340401020987,49.666666666666664,1,1,5.422,1.85,1.736,4.686,AAA,2018.0
에릭 요키시,2019,키움,N,Y,"STATIZ 신인지명 2019 넥센과 일치, 2024-08-08 NC 트레이드 확인(NC 2024 항목을 재영입으로 제외한 판단과 일치)",STATIZ 확인,1,0,Eric Spenser Jokisch,1989-07-29,statiz,L,United States,4.67,181.1,30.0,3.13,3.31,1.13,7.0,1.94,N,,wiki_provisional,14.333,5.295,6.279,2.512,1.884,143.476,14.3,5.295,6.279,2.512,1.884,143.476,14.3,143.476,5.877,5.877,148.667,4.156,7.325,2.785,0.726,96.629,353.3,4.375,6.393,2.827,0.764,98.178,511.7,92.275,4.67,4.878,0.027,-0.155,1.0,none,0,30.0,,완주-재계약됨(일반슬롯),Y,N,29.648,2.136,2.534,,,,1.103960396039604,0.098904074058914,14.0,1,1,4.67,1.219,3.481,4.657,AAA,2018.0
크리스 플렉센,2020,두산,N,Y,STATIZ 신인지명 2020 두산과 일치,STATIZ 확인,1,0,Chris Flexen,1994-07-01,statiz,R,United States,3.53,116.2,21.0,3.01,2.58,1.09,10.18,2.31,N,,wiki_provisional,13.667,5.555,6.585,8.561,0.659,128.855,68.0,6.919,6.485,7.147,1.853,163.978,68.0,163.978,5.481,6.67,78.667,3.981,10.525,2.403,1.258,78.779,170.7,4.323,8.965,2.742,1.16,89.015,170.7,89.015,4.57,4.967,0.285,-1.155,3.0,full,5,21.0,,완주-재계약안됨,N,,25.845,2.695,0.835,2.1578947368421053,0.7691330875378674,7.333333333333333,0.855072463768116,-0.1565690606915399,-13.333333333333329,1,1,5.481,0.6,6.814,5.47,MLB,2019.0
데이비드 뷰캐넌,2020,삼성,N,Y,"STATIZ 신인지명 2020 삼성과 일치, 활약연도 2020-2023",STATIZ 확인,1,0,David Andrew Buchanan,1989-05-11,statiz,R,United States,5.98,174.2,27.0,3.45,4.36,1.27,6.23,2.58,Y,NPB Tokyo Yakult Swallows 2017-2019 (KBO 입단 이전),wiki_provisional,74.667,5.33,5.304,3.496,1.446,132.841,192.3,4.682,5.381,2.854,1.123,120.7,192.3,120.7,5.307,4.866,167.333,3.952,5.11,2.151,0.807,107.08,279.0,3.879,5.516,2.613,0.645,103.814,318.0,103.544,5.31,5.023,0.377,1.065,2.0,velo_only,5,27.0,,완주-재계약됨(일반슬롯),Y,N,30.984,3.106,2.874,0.6345609065155807,-0.4548220050782569,-43.0,3.060975609756098,1.118733691867531,112.66666666666669,1,1,5.31,1.608,3.421,4.919,AAA,2016.0
애런 브룩스,2020,KIA,N,Y,STATIZ 활약연도 2020-2021 KIA와 일치,STATIZ 확인,1,0,Aaron Lee Brooks,1990-04-27,statiz,R,United States,6.48,151.1,23.0,2.5,2.72,1.02,7.73,1.43,N,,wiki_provisional,110.0,5.405,6.709,2.782,1.718,115.801,168.0,5.21,6.482,2.679,1.607,117.805,170.7,120.999,4.882,4.804,99.333,4.148,6.705,2.537,0.725,86.56,254.7,4.344,6.467,2.014,0.954,91.794,254.7,91.794,4.62,6.024,0.401,0.322,4.0,full,5,23.0,,완주-재계약됨(일반슬롯),Y,N,30.023,3.265,3.215,,,,6.081632653061225,1.805273188394778,83.0,1,1,4.882,1.469,2.782,5.077,MLB,2019.0
